machine_name,node_id,timestamp,voltage_l1,voltage_l2,voltage_l3,current_l1,current_l2,current_l3,active_power_kw,kwh,kvarh,pf,temperature,vibration,co2_ppm
JMS Industrial,TX-JMS,2026-03-12T22:08:14.187Z,403.3,400.5,396.1,19.58,17.37,16.86,21.53,907.463,90.746,0.92,65.2,0.50,460
EBOOT CNC,TX-EBOOT,2026-03-12T22:08:14.187Z,401.2,396.1,399.0,17.36,15.41,19.34,20.79,870.939,87.094,0.95,53.5,1.55,411
SARA Mill,TX-SARA,2026-03-12T22:08:14.187Z,399.6,397.8,402.3,17.96,18.27,16.54,21.10,937.782,93.778,0.94,61.2,0.74,500
Compressor Array,D-003,2026-03-12T22:08:14.187Z,402.1,403.8,400.7,17.08,17.85,17.71,21.17,831.115,83.111,0.85,62.3,1.95,413
JMS Industrial,TX-JMS,2026-03-12T22:13:14.187Z,397.0,397.7,400.5,19.06,18.78,17.84,22.18,909.311,90.931,0.88,47.3,1.04,460
EBOOT CNC,TX-EBOOT,2026-03-12T22:13:14.187Z,395.5,401.2,396.4,19.88,16.93,17.38,21.54,872.734,87.273,0.86,61.1,2.01,461
SARA Mill,TX-SARA,2026-03-12T22:13:14.187Z,399.3,400.4,400.6,18.22,16.45,15.99,20.27,939.471,93.947,0.91,61.1,0.38,428
Compressor Array,D-003,2026-03-12T22:13:14.187Z,403.7,400.0,399.7,16.96,15.73,15.47,19.32,832.725,83.272,0.92,42.1,2.09,404
JMS Industrial,TX-JMS,2026-03-12T22:18:14.187Z,399.5,398.8,398.5,16.79,15.43,17.82,19.96,910.975,91.097,0.87,60.1,1.50,483
EBOOT CNC,TX-EBOOT,2026-03-12T22:18:14.187Z,397.2,403.0,403.9,15.21,16.50,17.69,19.83,874.387,87.439,0.87,46.6,1.85,486
SARA Mill,TX-SARA,2026-03-12T22:18:14.187Z,402.7,396.9,401.2,18.09,16.39,18.37,21.16,941.234,94.123,0.87,55.0,2.07,490
Compressor Array,D-003,2026-03-12T22:18:14.187Z,403.6,398.4,399.3,15.91,18.48,16.64,20.43,834.428,83.443,0.87,53.7,0.20,407
JMS Industrial,TX-JMS,2026-03-12T22:23:14.187Z,397.6,399.8,396.8,18.47,18.30,16.07,21.04,912.728,91.273,0.86,62.9,1.22,494
EBOOT CNC,TX-EBOOT,2026-03-12T22:23:14.187Z,400.4,395.3,400.5,15.83,15.95,15.97,19.04,875.974,87.597,0.95,40.9,1.53,489
SARA Mill,TX-SARA,2026-03-12T22:23:14.187Z,398.9,395.2,396.8,16.94,16.04,16.22,19.53,942.861,94.286,0.95,50.4,1.57,455
Compressor Array,D-003,2026-03-12T22:23:14.187Z,402.4,396.4,403.7,19.22,17.93,16.41,21.46,836.216,83.622,0.89,68.0,1.79,465
JMS Industrial,TX-JMS,2026-03-12T22:28:14.187Z,398.4,402.2,403.5,19.03,16.95,17.29,21.38,914.509,91.451,0.89,61.8,0.81,472
EBOOT CNC,TX-EBOOT,2026-03-12T22:28:14.187Z,404.1,395.3,401.0,16.74,19.60,15.16,20.59,877.690,87.769,0.89,55.9,1.91,454
SARA Mill,TX-SARA,2026-03-12T22:28:14.187Z,399.5,399.1,402.6,19.09,18.07,19.08,22.52,944.738,94.474,0.95,61.2,1.38,434
Compressor Array,D-003,2026-03-12T22:28:14.187Z,400.1,396.8,397.6,15.91,16.70,18.03,20.16,837.896,83.790,0.91,55.4,0.77,471
JMS Industrial,TX-JMS,2026-03-12T22:33:14.187Z,401.7,399.2,397.7,16.51,18.90,15.83,20.48,916.215,91.622,0.94,44.0,2.14,464
EBOOT CNC,TX-EBOOT,2026-03-12T22:33:14.187Z,395.5,396.9,397.1,17.70,16.70,19.71,21.45,879.477,87.948,0.94,49.2,1.95,481
SARA Mill,TX-SARA,2026-03-12T22:33:14.187Z,401.2,397.0,396.9,17.14,17.98,17.37,20.91,946.481,94.648,0.88,69.9,0.52,472
Compressor Array,D-003,2026-03-12T22:33:14.187Z,397.0,402.7,398.7,15.84,15.53,15.07,18.55,839.442,83.944,0.86,61.0,2.02,408
JMS Industrial,TX-JMS,2026-03-12T22:38:14.187Z,401.5,395.7,402.9,18.44,17.41,19.80,22.27,918.071,91.807,0.87,58.6,0.89,447
EBOOT CNC,TX-EBOOT,2026-03-12T22:38:14.187Z,401.7,401.3,404.4,16.66,19.80,19.52,22.53,881.355,88.136,0.86,45.9,1.71,484
SARA Mill,TX-SARA,2026-03-12T22:38:14.187Z,400.3,396.4,403.9,15.03,16.93,16.37,19.34,948.092,94.809,0.85,43.0,2.12,430
Compressor Array,D-003,2026-03-12T22:38:14.187Z,404.8,400.4,399.6,18.46,16.76,18.54,21.59,841.242,84.124,0.94,50.1,0.59,498
JMS Industrial,TX-JMS,2026-03-12T22:43:14.187Z,401.4,403.3,395.7,15.72,19.30,18.05,21.24,919.841,91.984,0.94,58.8,2.18,478
EBOOT CNC,TX-EBOOT,2026-03-12T22:43:14.187Z,404.7,397.3,397.4,15.54,18.31,18.96,21.10,883.113,88.311,0.92,69.5,1.75,454
SARA Mill,TX-SARA,2026-03-12T22:43:14.187Z,401.4,405.0,397.2,16.36,18.61,16.31,20.58,949.808,94.981,0.86,69.2,0.75,452
Compressor Array,D-003,2026-03-12T22:43:14.187Z,399.0,402.4,397.3,19.22,19.64,17.69,22.60,843.125,84.312,0.94,50.2,1.53,410
JMS Industrial,TX-JMS,2026-03-12T22:48:14.187Z,397.0,397.8,400.9,17.48,17.72,19.67,21.87,921.664,92.166,0.86,56.3,1.04,496
EBOOT CNC,TX-EBOOT,2026-03-12T22:48:14.187Z,405.0,404.3,400.5,18.65,16.70,19.45,22.10,884.955,88.495,0.92,52.3,1.16,497
SARA Mill,TX-SARA,2026-03-12T22:48:14.187Z,400.4,395.2,399.9,17.56,16.52,15.51,19.76,951.454,95.145,0.93,57.5,1.47,402
Compressor Array,D-003,2026-03-12T22:48:14.187Z,404.7,403.3,400.7,15.98,18.90,19.55,21.92,844.952,84.495,0.88,67.8,2.06,458
JMS Industrial,TX-JMS,2026-03-12T22:53:14.187Z,404.4,400.6,398.7,19.53,18.80,18.06,22.63,923.550,92.355,0.85,55.0,0.91,433
EBOOT CNC,TX-EBOOT,2026-03-12T22:53:14.187Z,397.7,398.1,396.5,16.05,18.19,17.47,20.55,886.668,88.667,0.92,49.5,0.92,499
SARA Mill,TX-SARA,2026-03-12T22:53:14.187Z,403.3,400.5,398.2,19.96,16.74,15.30,20.85,953.192,95.319,0.95,46.7,1.28,446
Compressor Array,D-003,2026-03-12T22:53:14.187Z,400.1,395.7,400.8,19.02,16.15,15.07,20.04,846.622,84.662,0.90,41.5,1.79,475
JMS Industrial,TX-JMS,2026-03-12T22:58:14.187Z,403.7,397.3,399.9,19.24,17.38,16.83,21.40,925.333,92.533,0.88,60.7,1.30,452
EBOOT CNC,TX-EBOOT,2026-03-12T22:58:14.187Z,399.7,398.6,397.4,15.20,17.28,19.84,20.85,888.405,88.840,0.87,65.4,0.86,490
SARA Mill,TX-SARA,2026-03-12T22:58:14.187Z,397.0,401.5,402.6,16.05,18.97,19.73,21.93,955.019,95.502,0.87,67.1,1.00,470
Compressor Array,D-003,2026-03-12T22:58:14.187Z,395.3,397.9,395.7,15.94,15.75,18.39,19.84,848.276,84.828,0.94,60.3,2.04,457
JMS Industrial,TX-JMS,2026-03-12T23:03:14.187Z,403.1,395.6,398.1,16.11,15.54,18.79,20.12,927.010,92.701,0.94,47.8,1.60,407
EBOOT CNC,TX-EBOOT,2026-03-12T23:03:14.187Z,403.1,399.6,403.7,15.06,19.29,18.18,21.12,890.165,89.016,0.91,70.0,0.70,470
SARA Mill,TX-SARA,2026-03-12T23:03:14.187Z,395.0,401.2,402.6,19.84,18.74,19.10,23.04,956.939,95.694,0.93,68.3,1.43,472
Compressor Array,D-003,2026-03-12T23:03:14.187Z,399.0,397.8,396.0,17.51,19.60,15.95,21.10,850.034,85.003,0.90,53.7,0.71,442
JMS Industrial,TX-JMS,2026-03-12T23:08:14.187Z,404.4,395.8,402.2,19.82,17.66,19.70,22.93,928.921,92.892,0.91,50.6,1.59,456
EBOOT CNC,TX-EBOOT,2026-03-12T23:08:14.187Z,402.7,399.3,398.5,19.10,18.77,18.74,22.65,892.052,89.205,0.91,61.1,0.79,495
SARA Mill,TX-SARA,2026-03-12T23:08:14.187Z,403.9,398.2,400.5,17.42,16.67,17.33,20.62,958.658,95.866,0.86,58.8,1.42,482
Compressor Array,D-003,2026-03-12T23:08:14.187Z,399.7,404.4,401.3,17.75,15.63,15.13,19.49,851.657,85.166,0.93,54.2,1.07,493
JMS Industrial,TX-JMS,2026-03-12T23:13:14.187Z,398.0,401.8,405.0,19.55,15.17,17.38,20.91,930.663,93.066,0.92,42.9,1.99,418
EBOOT CNC,TX-EBOOT,2026-03-12T23:13:14.187Z,397.8,395.7,395.1,17.69,19.46,19.62,22.49,893.926,89.393,0.92,49.1,1.99,437
SARA Mill,TX-SARA,2026-03-12T23:13:14.187Z,402.2,396.0,404.7,17.46,19.76,16.34,21.46,960.446,96.045,0.87,51.3,1.38,479
Compressor Array,D-003,2026-03-12T23:13:14.187Z,398.0,396.8,403.5,19.80,16.95,15.05,20.68,853.381,85.338,0.86,63.3,1.94,456
JMS Industrial,TX-JMS,2026-03-12T23:18:14.187Z,404.4,399.5,404.4,17.65,18.92,16.91,21.53,932.458,93.246,0.93,40.8,2.12,429
EBOOT CNC,TX-EBOOT,2026-03-12T23:18:14.187Z,404.8,400.2,402.7,19.30,15.61,16.12,20.56,895.639,89.564,0.85,63.3,0.36,426
SARA Mill,TX-SARA,2026-03-12T23:18:14.187Z,400.5,403.2,398.2,15.19,18.28,16.92,20.19,962.128,96.213,0.94,59.5,0.70,466
Compressor Array,D-003,2026-03-12T23:18:14.187Z,395.2,399.6,396.9,15.41,16.81,19.78,20.66,855.102,85.510,0.91,54.6,1.11,409
JMS Industrial,TX-JMS,2026-03-12T23:23:14.187Z,402.1,399.6,399.0,19.07,18.08,15.34,21.02,934.209,93.421,0.92,49.6,0.31,463
EBOOT CNC,TX-EBOOT,2026-03-12T23:23:14.187Z,402.6,403.0,395.8,15.45,19.34,16.03,20.36,897.336,89.734,0.86,62.9,0.89,400
SARA Mill,TX-SARA,2026-03-12T23:23:14.187Z,395.8,396.0,398.3,18.92,16.11,19.05,21.45,963.916,96.392,0.86,62.4,1.47,436
Compressor Array,D-003,2026-03-12T23:23:14.187Z,398.3,403.8,395.5,19.33,17.00,18.19,21.76,856.915,85.692,0.88,52.6,1.80,428
JMS Industrial,TX-JMS,2026-03-12T23:28:14.187Z,398.6,402.3,398.3,17.69,16.00,16.17,19.93,935.869,93.587,0.91,54.0,1.25,492
EBOOT CNC,TX-EBOOT,2026-03-12T23:28:14.187Z,395.9,402.2,397.7,16.58,16.13,19.36,20.75,899.065,89.907,0.89,53.7,0.42,412
SARA Mill,TX-SARA,2026-03-12T23:28:14.187Z,399.6,402.9,397.1,17.39,19.29,16.79,21.39,965.698,96.570,0.91,62.0,1.07,490
Compressor Array,D-003,2026-03-12T23:28:14.187Z,403.0,398.5,399.1,16.30,15.86,16.84,19.61,858.550,85.855,0.93,42.7,0.63,468
JMS Industrial,TX-JMS,2026-03-12T23:33:14.187Z,403.9,401.9,401.9,19.24,17.95,16.44,21.60,937.669,93.767,0.90,67.2,0.72,471
EBOOT CNC,TX-EBOOT,2026-03-12T23:33:14.187Z,400.7,400.9,396.1,19.51,18.34,17.18,21.98,900.897,90.090,0.86,44.5,0.39,477
SARA Mill,TX-SARA,2026-03-12T23:33:14.187Z,395.7,398.1,403.0,18.41,15.04,16.73,20.02,967.367,96.737,0.92,47.5,1.20,411
Compressor Array,D-003,2026-03-12T23:33:14.187Z,397.8,403.1,403.3,18.38,19.35,17.47,22.16,860.396,86.040,0.87,58.6,1.51,412
JMS Industrial,TX-JMS,2026-03-12T23:38:14.187Z,395.4,397.6,403.2,18.10,17.55,18.79,21.71,939.478,93.948,0.91,60.4,2.10,402
EBOOT CNC,TX-EBOOT,2026-03-12T23:38:14.187Z,402.0,401.1,395.8,19.20,16.08,18.92,21.66,902.701,90.270,0.92,63.3,1.81,489
SARA Mill,TX-SARA,2026-03-12T23:38:14.187Z,400.4,397.2,401.1,18.64,16.38,15.30,20.10,969.042,96.904,0.91,67.9,1.67,489
Compressor Array,D-003,2026-03-12T23:38:14.187Z,404.3,395.6,395.7,18.30,17.31,19.96,22.15,862.242,86.224,0.86,44.8,1.91,415
JMS Industrial,TX-JMS,2026-03-12T23:43:14.187Z,400.4,403.9,397.3,18.05,19.06,18.11,22.12,941.322,94.132,0.95,67.1,0.74,434
EBOOT CNC,TX-EBOOT,2026-03-12T23:43:14.187Z,396.2,404.8,398.6,18.09,19.70,16.92,21.89,904.525,90.453,0.87,44.7,1.83,417
SARA Mill,TX-SARA,2026-03-12T23:43:14.187Z,399.7,400.6,401.6,17.07,16.01,15.72,19.55,970.671,97.067,0.92,69.9,1.18,442
Compressor Array,D-003,2026-03-12T23:43:14.187Z,404.2,398.8,403.7,15.49,15.93,17.14,19.53,863.870,86.387,0.92,55.3,1.41,417
JMS Industrial,TX-JMS,2026-03-12T23:48:14.187Z,400.8,403.8,402.2,18.52,17.22,16.25,20.91,943.064,94.306,0.95,59.6,0.63,425
EBOOT CNC,TX-EBOOT,2026-03-12T23:48:14.187Z,396.3,398.9,404.5,17.51,15.59,17.69,20.31,906.218,90.622,0.88,49.2,0.34,462
SARA Mill,TX-SARA,2026-03-12T23:48:14.187Z,401.6,395.9,401.4,18.89,18.93,16.04,21.52,972.464,97.246,0.87,64.3,1.77,457
Compressor Array,D-003,2026-03-12T23:48:14.187Z,401.9,398.6,401.5,16.27,17.66,16.90,20.36,865.566,86.557,0.89,55.8,1.53,461
JMS Industrial,TX-JMS,2026-03-12T23:53:14.187Z,398.1,400.7,398.7,15.54,18.11,17.33,20.35,944.760,94.476,0.89,65.3,0.49,409
EBOOT CNC,TX-EBOOT,2026-03-12T23:53:14.187Z,396.2,397.9,397.8,16.14,15.07,18.27,19.66,907.856,90.786,0.91,59.4,1.30,436
SARA Mill,TX-SARA,2026-03-12T23:53:14.187Z,398.7,397.8,398.3,16.34,15.28,16.09,19.00,974.048,97.405,0.88,61.7,2.20,469
Compressor Array,D-003,2026-03-12T23:53:14.187Z,396.0,395.7,403.7,15.64,15.50,18.93,19.97,867.230,86.723,0.86,58.2,0.37,449
JMS Industrial,TX-JMS,2026-03-12T23:58:14.187Z,403.0,400.3,397.0,15.22,19.07,15.06,19.75,946.406,94.641,0.90,43.6,1.23,486
EBOOT CNC,TX-EBOOT,2026-03-12T23:58:14.187Z,395.0,402.9,401.5,15.08,19.40,16.57,20.42,909.558,90.956,0.92,64.0,1.29,460
SARA Mill,TX-SARA,2026-03-12T23:58:14.187Z,404.2,402.1,400.6,17.48,16.70,19.92,21.76,975.861,97.586,0.87,43.9,1.87,496
Compressor Array,D-003,2026-03-12T23:58:14.187Z,399.2,398.4,396.7,17.99,16.45,17.82,20.80,868.964,86.896,0.89,41.0,1.23,479
JMS Industrial,TX-JMS,2026-03-13T00:03:14.187Z,399.5,400.7,398.9,15.45,15.47,15.33,18.49,947.946,94.795,0.88,47.1,0.96,405
EBOOT CNC,TX-EBOOT,2026-03-13T00:03:14.187Z,397.6,400.1,401.9,16.89,19.64,19.03,22.22,911.410,91.141,0.93,60.9,0.91,499
SARA Mill,TX-SARA,2026-03-13T00:03:14.187Z,400.2,403.6,402.5,17.92,17.57,15.84,20.64,977.581,97.758,0.92,44.0,0.37,435
Compressor Array,D-003,2026-03-13T00:03:14.187Z,396.7,400.3,398.5,15.75,17.59,17.06,20.09,870.638,87.064,0.93,61.7,0.63,407
JMS Industrial,TX-JMS,2026-03-13T00:08:14.187Z,404.3,402.8,404.9,16.09,17.17,17.12,20.36,949.643,94.964,0.87,62.9,1.37,444
EBOOT CNC,TX-EBOOT,2026-03-13T00:08:14.187Z,400.1,398.0,404.5,15.46,17.09,15.25,19.16,913.006,91.301,0.92,43.9,0.60,471
SARA Mill,TX-SARA,2026-03-13T00:08:14.187Z,403.0,404.5,401.9,15.41,17.67,18.19,20.66,979.303,97.930,0.89,44.1,0.22,472
Compressor Array,D-003,2026-03-13T00:08:14.187Z,401.9,397.0,400.5,19.79,17.12,18.44,22.14,872.482,87.248,0.89,62.8,1.96,480
JMS Industrial,TX-JMS,2026-03-13T00:13:14.187Z,396.5,400.2,401.7,16.75,16.99,16.19,19.94,951.305,95.130,0.87,64.9,0.29,499
EBOOT CNC,TX-EBOOT,2026-03-13T00:13:14.187Z,397.8,404.3,402.4,15.73,18.46,18.75,21.27,914.779,91.478,0.87,68.2,1.07,480
SARA Mill,TX-SARA,2026-03-13T00:13:14.187Z,400.2,403.4,398.1,16.59,18.15,15.05,19.95,980.966,98.097,0.86,43.6,0.78,432
Compressor Array,D-003,2026-03-13T00:13:14.187Z,402.5,404.9,401.6,18.01,17.13,18.75,21.71,874.292,87.429,0.88,60.9,1.94,423
JMS Industrial,TX-JMS,2026-03-13T00:18:14.187Z,395.7,398.9,401.6,17.45,19.60,15.10,20.79,953.037,95.304,0.87,67.7,0.83,411
EBOOT CNC,TX-EBOOT,2026-03-13T00:18:14.187Z,404.6,395.4,398.6,15.95,15.42,17.00,19.33,916.389,91.639,0.89,44.1,0.23,474
SARA Mill,TX-SARA,2026-03-13T00:18:14.187Z,399.7,404.2,395.8,18.18,16.74,17.08,20.79,982.698,98.270,0.89,69.9,0.94,415
Compressor Array,D-003,2026-03-13T00:18:14.187Z,397.4,396.0,398.1,19.98,18.48,17.35,22.17,876.139,87.614,0.93,44.5,0.56,487
JMS Industrial,TX-JMS,2026-03-13T00:23:14.187Z,396.1,397.6,398.8,17.08,16.73,18.71,20.88,954.777,95.478,0.94,52.1,1.62,415
EBOOT CNC,TX-EBOOT,2026-03-13T00:23:14.187Z,399.7,404.8,402.3,17.94,17.96,18.11,21.72,918.199,91.820,0.86,64.2,0.65,500
SARA Mill,TX-SARA,2026-03-13T00:23:14.187Z,401.3,400.8,404.5,17.51,18.59,16.53,21.17,984.462,98.446,0.95,60.2,1.99,484
Compressor Array,D-003,2026-03-13T00:23:14.187Z,403.8,396.4,398.3,17.44,18.77,19.06,22.07,877.979,87.798,0.94,55.5,1.12,443
JMS Industrial,TX-JMS,2026-03-13T00:28:14.187Z,399.8,399.1,404.4,17.31,16.13,16.06,19.86,956.432,95.643,0.92,63.4,1.75,433
EBOOT CNC,TX-EBOOT,2026-03-13T00:28:14.187Z,396.1,398.7,397.2,19.87,16.57,17.19,21.31,919.975,91.997,0.94,51.4,2.00,476
SARA Mill,TX-SARA,2026-03-13T00:28:14.187Z,397.6,395.1,399.8,17.17,19.77,18.11,21.88,986.285,98.629,0.88,56.1,0.34,474
Compressor Array,D-003,2026-03-13T00:28:14.187Z,399.0,396.1,403.5,17.85,18.67,18.12,21.83,879.798,87.980,0.90,58.4,1.91,435
JMS Industrial,TX-JMS,2026-03-13T00:33:14.187Z,396.7,400.9,404.4,18.55,16.66,18.98,21.71,958.241,95.824,0.88,68.7,1.25,476
EBOOT CNC,TX-EBOOT,2026-03-13T00:33:14.187Z,396.1,399.8,398.5,19.79,19.70,18.19,22.97,921.889,92.189,0.91,40.4,2.16,456
SARA Mill,TX-SARA,2026-03-13T00:33:14.187Z,400.6,397.1,398.4,15.29,15.06,16.56,18.70,987.844,98.784,0.94,54.7,2.00,466
Compressor Array,D-003,2026-03-13T00:33:14.187Z,398.4,400.5,399.7,19.58,18.31,19.04,22.75,881.694,88.169,0.90,63.8,0.76,492
JMS Industrial,TX-JMS,2026-03-13T00:38:14.187Z,402.7,396.8,402.9,19.65,15.64,18.83,21.71,960.050,96.005,0.90,42.3,1.43,474
EBOOT CNC,TX-EBOOT,2026-03-13T00:38:14.187Z,403.6,397.2,399.5,19.41,18.79,18.65,22.75,923.784,92.378,0.95,62.3,0.57,481
SARA Mill,TX-SARA,2026-03-13T00:38:14.187Z,404.9,401.5,397.0,16.33,19.58,17.39,21.38,989.625,98.963,0.92,66.1,0.84,489
Compressor Array,D-003,2026-03-13T00:38:14.187Z,402.3,396.9,396.5,15.02,17.88,19.84,21.01,883.444,88.344,0.88,40.1,0.62,461
JMS Industrial,TX-JMS,2026-03-13T00:43:14.187Z,399.8,397.3,402.2,19.75,17.35,15.61,21.07,961.806,96.181,0.85,67.7,1.60,462
EBOOT CNC,TX-EBOOT,2026-03-13T00:43:14.187Z,404.4,395.1,396.3,16.46,18.01,16.53,20.32,925.478,92.548,0.93,69.0,1.00,443
SARA Mill,TX-SARA,2026-03-13T00:43:14.187Z,396.6,397.4,395.4,15.63,19.11,19.53,21.52,991.418,99.142,0.93,41.1,0.36,494
Compressor Array,D-003,2026-03-13T00:43:14.187Z,404.3,395.7,397.8,15.02,18.90,17.92,20.68,885.168,88.517,0.89,58.7,1.92,438
JMS Industrial,TX-JMS,2026-03-13T00:48:14.187Z,398.2,403.5,399.6,18.42,19.55,16.17,21.68,963.613,96.361,0.89,64.1,2.15,422
EBOOT CNC,TX-EBOOT,2026-03-13T00:48:14.187Z,397.3,400.6,401.6,17.50,16.35,19.81,21.45,927.266,92.727,0.87,44.9,1.72,467
SARA Mill,TX-SARA,2026-03-13T00:48:14.187Z,397.3,400.6,400.2,17.80,19.65,18.36,22.29,993.276,99.328,0.95,56.0,0.65,450
Compressor Array,D-003,2026-03-13T00:48:14.187Z,395.9,402.5,404.9,18.35,16.48,16.97,20.77,886.898,88.690,0.92,63.3,1.35,478
JMS Industrial,TX-JMS,2026-03-13T00:53:14.187Z,398.6,395.2,404.8,16.17,15.81,17.48,19.76,965.260,96.526,0.87,63.0,1.99,494
EBOOT CNC,TX-EBOOT,2026-03-13T00:53:14.187Z,400.2,400.9,402.1,19.69,16.11,19.43,22.15,929.112,92.911,0.90,43.7,0.55,497
SARA Mill,TX-SARA,2026-03-13T00:53:14.187Z,401.8,397.6,404.7,15.50,18.61,16.82,20.44,994.979,99.498,0.87,53.8,1.84,404
Compressor Array,D-003,2026-03-13T00:53:14.187Z,401.4,397.3,397.7,18.22,19.49,15.44,21.20,888.665,88.867,0.87,68.9,1.47,494
JMS Industrial,TX-JMS,2026-03-13T00:58:14.187Z,398.1,399.3,401.8,15.24,16.45,16.51,19.27,966.865,96.687,0.89,55.1,1.74,405
EBOOT CNC,TX-EBOOT,2026-03-13T00:58:14.187Z,401.0,401.0,399.5,16.86,17.84,15.44,20.08,930.785,93.079,0.95,58.9,1.61,491
SARA Mill,TX-SARA,2026-03-13T00:58:14.187Z,396.2,404.3,398.5,15.32,19.84,16.25,20.57,996.693,99.669,0.90,49.8,0.84,420
Compressor Array,D-003,2026-03-13T00:58:14.187Z,395.3,404.2,399.3,19.14,19.93,19.03,23.22,890.600,89.060,0.88,55.1,2.06,405
JMS Industrial,TX-JMS,2026-03-13T01:03:14.187Z,404.9,404.5,397.2,15.77,18.25,17.28,20.63,968.585,96.858,0.85,53.9,1.66,427
EBOOT CNC,TX-EBOOT,2026-03-13T01:03:14.187Z,397.2,402.9,395.7,16.21,17.55,16.03,19.85,932.440,93.244,0.86,46.5,0.58,429
SARA Mill,TX-SARA,2026-03-13T01:03:14.187Z,398.3,404.7,403.7,19.39,19.45,19.19,23.35,998.638,99.864,0.92,49.7,0.24,475
Compressor Array,D-003,2026-03-13T01:03:14.187Z,402.0,398.9,404.4,16.40,19.85,18.33,21.92,892.427,89.243,0.93,63.9,2.06,440
JMS Industrial,TX-JMS,2026-03-13T01:08:14.187Z,401.7,401.1,403.5,17.79,16.84,15.01,19.96,970.248,97.025,0.93,54.0,1.00,449
EBOOT CNC,TX-EBOOT,2026-03-13T01:08:14.187Z,402.3,397.4,400.4,19.14,19.35,19.64,23.25,934.378,93.438,0.90,52.5,0.94,414
SARA Mill,TX-SARA,2026-03-13T01:08:14.187Z,397.4,400.6,401.2,17.07,15.05,16.19,19.31,1000.247,100.025,0.89,49.5,1.89,480
Compressor Array,D-003,2026-03-13T01:08:14.187Z,402.2,404.2,401.0,19.76,15.22,15.56,20.34,894.122,89.412,0.87,52.7,1.06,427
JMS Industrial,TX-JMS,2026-03-13T01:13:14.187Z,400.9,401.5,395.6,18.14,17.60,18.48,21.65,972.052,97.205,0.94,45.4,2.06,483
EBOOT CNC,TX-EBOOT,2026-03-13T01:13:14.187Z,404.8,404.0,395.5,16.04,17.82,19.64,21.46,936.166,93.617,0.86,52.3,0.82,477
SARA Mill,TX-SARA,2026-03-13T01:13:14.187Z,404.3,396.6,398.6,19.01,19.28,17.20,22.19,1002.097,100.210,0.95,63.5,2.07,467
Compressor Array,D-003,2026-03-13T01:13:14.187Z,398.5,399.8,401.1,19.67,18.77,15.31,21.48,895.913,89.591,0.86,65.0,0.52,482
JMS Industrial,TX-JMS,2026-03-13T01:18:14.187Z,396.0,403.0,403.9,17.26,17.89,19.98,22.12,973.895,97.390,0.91,42.8,0.24,414
EBOOT CNC,TX-EBOOT,2026-03-13T01:18:14.187Z,404.0,404.6,396.4,19.52,19.49,19.45,23.48,938.122,93.812,0.91,50.4,2.02,431
SARA Mill,TX-SARA,2026-03-13T01:18:14.187Z,400.4,395.7,400.2,17.95,19.50,19.37,22.66,1003.985,100.398,0.89,57.5,1.90,495
Compressor Array,D-003,2026-03-13T01:18:14.187Z,399.5,399.6,395.1,18.11,16.69,16.66,20.49,897.620,89.762,0.90,41.0,0.78,494
JMS Industrial,TX-JMS,2026-03-13T01:23:14.187Z,397.8,404.9,403.5,16.40,17.41,16.59,20.27,975.584,97.558,0.95,45.4,1.76,460
EBOOT CNC,TX-EBOOT,2026-03-13T01:23:14.187Z,395.4,397.9,400.7,17.47,15.08,15.27,19.03,939.708,93.971,0.86,45.2,0.30,484
SARA Mill,TX-SARA,2026-03-13T01:23:14.187Z,398.1,397.3,401.7,19.94,15.79,17.08,21.08,1005.741,100.574,0.87,65.7,1.79,431
Compressor Array,D-003,2026-03-13T01:23:14.187Z,396.9,395.4,395.1,18.62,18.53,15.84,20.98,899.368,89.937,0.93,46.2,0.43,445
JMS Industrial,TX-JMS,2026-03-13T01:28:14.187Z,400.5,400.2,399.0,19.36,18.00,15.92,21.31,977.360,97.736,0.94,44.5,2.02,468
EBOOT CNC,TX-EBOOT,2026-03-13T01:28:14.187Z,402.9,402.2,396.9,19.17,16.63,18.57,21.78,941.524,94.152,0.92,67.4,0.39,497
SARA Mill,TX-SARA,2026-03-13T01:28:14.187Z,395.8,395.3,397.0,17.77,15.78,18.75,20.71,1007.467,100.747,0.90,53.5,1.64,480
Compressor Array,D-003,2026-03-13T01:28:14.187Z,402.6,399.8,403.2,17.13,16.25,19.75,21.36,901.148,90.115,0.91,58.3,1.76,496
JMS Industrial,TX-JMS,2026-03-13T01:33:14.187Z,400.6,403.2,396.9,17.07,15.59,18.96,20.65,979.081,97.908,0.93,65.4,1.47,489
EBOOT CNC,TX-EBOOT,2026-03-13T01:33:14.187Z,396.7,398.0,404.7,16.25,17.25,16.80,20.11,943.199,94.320,0.86,64.3,0.43,441
SARA Mill,TX-SARA,2026-03-13T01:33:14.187Z,402.9,402.0,398.2,17.63,17.93,19.53,22.09,1009.308,100.931,0.90,68.9,0.49,441
Compressor Array,D-003,2026-03-13T01:33:14.187Z,403.6,395.4,402.2,18.82,15.26,18.19,20.95,902.894,90.289,0.90,52.7,0.46,428
JMS Industrial,TX-JMS,2026-03-13T01:38:14.187Z,397.2,403.2,404.7,18.57,16.26,19.47,21.81,980.898,98.090,0.91,50.2,0.41,425
EBOOT CNC,TX-EBOOT,2026-03-13T01:38:14.187Z,403.7,404.6,397.6,16.28,18.57,17.80,21.16,944.963,94.496,0.94,61.4,0.66,497
